time_fs,P_0,P_1,P_2,P_3,P_4,P_5,coherence_l1,classical_P_0,classical_P_1,classical_P_2,classical_P_3,classical_P_4,classical_P_5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1,0.999874188328225,0.0001221416968492961,5.45368607268654e-10,3.3025905028346485e-06,3.668354141510816e-07,3.640024888860362e-12,0.026918079541833798,0.9998281141590696,0.00016029091546546355,1.8970742450068186e-09,6.7304290152439725e-06,4.86239743744858e-06,2.0193796713548352e-10
0.2,0.9995021839076106,0.0004832630425939812,8.630757620128008e-09,1.3091611818966834e-05,1.4527495431484007e-06,5.767567447365553e-11,0.05348198040637253,0.9996562836250009,0.0003205230327339654,7.587293271427447e-09,1.3458670712764852e-05,9.726276586021877e-06,8.076732327472257e-10
0.30000000000000004,0.9988962192329177,0.001071396439016668,4.3105363614389956e-08,2.9115214116512513e-05,3.2257198581960074e-06,2.8872726030017737e-10,0.07953766261166123,0.9994845083788546,0.0004806963722516371,1.7069151910201853e-08,2.0184727452383747e-05,1.4591635201656783e-05,1.8170878689728048e-09
0.4,0.9980736013212,0.0018695935209881364,1.3405619826707496e-07,5.1029058959222774e-05,5.641141626215083e-06,9.01028020356262e-10,0.10493560759280689,0.9993127884016987,0.0006408109544575284,3.0341145517248e-08,2.6908601591294667e-05,1.945847104290226e-05,3.2300639823841478e-09
0.5,0.9970561580339071,0.0028564707340956895,3.212290718244974e-07,7.840465082160335e-05,8.643183189704486e-06,2.1689140459415746e-09,0.129532091194505,0.9991411236746076,0.0008008667997836101,4.740176997328485e-08,3.363029548406748e-05,2.4326781870916454e-05,5.046483713981066e-09
0.6000000000000001,0.995869595365675,0.004006842963075923,6.521060539186919e-07,0.00011073879687772717,1.2166340375686627e-05,4.4279418093006985e-09,0.15319035173896745,0.9989695141786622,0.0009608639286547742,6.824952168365541e-08,4.03498114826507e-05,2.919656544946375e-05,7.2662292391847754e-09
0.7000000000000001,0.9945427833462717,0.005292427719787885,1.1797144993876936e-06,0.00014746400439195084,1.6137150211432836e-05,8.064837707786763e-09,0.1757816340813542,0.9987979598949496,0.0011208023614888406,9.288289757814993e-08,4.706715193637445e-05,3.406781954491191e-05,9.889182767831433e-09
0.8,0.9931069893475113,0.00668260125964921,1.9602495757059006e-06,0.0001879596148950437,2.047602187368055e-05,1.3506495018413754e-08,0.1971860962034402,0.9986264608045636,0.0012806821186965543,1.2130039511082898e-07,5.3782319191953326e-05,3.8940541926229135e-05,1.2915226544165656e-08
0.9,0.9915950782589126,0.00814518732703121,3.050596344296638e-06,0.00023156346793229331,2.5099141537588993e-05,2.1208242012335312e-08,0.21729357076340466,0.9984550168886049,0.0014405032206815929,1.535005122598468e-07,6.049531559348924e-05,4.381473036498124e-05,1.6344242846834032e-08
1.0,0.9900406991927473,0.009647259034817302,4.505838782570255e-06,0.0002775838845223832,2.9920407519718876e-05,3.1641610771294366e-08,0.2360041798450869,0.9982836281281803,0.0016002656878405651,1.894817475272745e-07,6.720614348247434e-05,4.869038263532867e-05,2.017611398887863e-08
1.1,0.9884774781103806,0.011155934651754785,6.376841721702025e-06,0.0003253117615016343,3.485335280193374e-05,4.5281839504755264e-08,0.2532288066732666,0.9981122945044028,0.0017599695405630161,2.2924259993892343e-07,7.391480519779387e-05,5.356749651402363e-05,2.441072231773054e-08
1.2000000000000002,0.9869382350475314,0.012639148783342258,8.707987630784207e-06,0.0003740325725181193,3.981301363565024e-05,6.259534188337382e-08,0.26888943304285373,0.9979410159983928,0.0019196147992314278,2.727815690441686e-07,8.062130307572904e-05,5.844606978040727e-05,2.9047950215203345e-08
1.3,0.9854542434862124,0.014066381557934462,1.1535143688588065e-05,0.0004230380793951362,4.4717705394549364e-05,8.402737505025592e-08,0.28291935544239416,0.9977697925912772,0.002079201484221223,3.200971549157722e-07,8.732563944995986e-05,6.332610021640673e-05,3.408768009748665e-08
1.4000000000000001,0.9840545479143986,0.015409329930816461,1.4883925903589774e-05,0.00047163756866014584,4.9490670087834255e-05,1.09990133493472e-07,0.2952632961735581,0.9975986242641884,0.0022387296159007667,3.711878581497071e-07,9.402781665156797e-05,6.820758560653232e-05,3.952979441513957e-08
1.5,0.9827653537773794,0.016642507048838108,1.8768316482258247e-05,0.0005191684419418552,5.406156386974378e-05,1.4085148879632343e-07,0.30587742807170054,0.9974275109982662,0.0023981992146313693,4.2605217986498004e-07,0.00010072783700903966,7.309052373787454e-05,4.53741756530842e-08
1.6,0.9816095019100386,0.017743757724095248,2.3189678562871753e-05,0.0005650060053415439,5.836775737647918e-05,1.7692458535848312e-07,0.3147293326775723,0.9972564527746564,0.002557610300767287,4.846886217034561e-07,0.00010742570284826861,7.797491240010131e-05,5.1620706330599184e-08
1.7000000000000002,0.9806060372047408,0.01869468038945949,2.8136199220799447e-05,0.0006085723214177658,6.235542667175147e-05,2.1845848944334105e-07,0.3217979119306572,0.9970854495745113,0.0027169628946557287,5.470956858296814e-07,0.00011412141649255865,8.286074938545506e-05,5.826926900131314e-08
1.8,0.9797698787762096,0.019480948390433166,3.358277772810506e-05,0.0006493440076927587,6.598041786310694e-05,2.65630073318312e-07,0.3270732727653843,0.9969145013789905,0.002876257016636854,6.132718749307077e-07,0.00012081498026262683,8.774803248874989e-05,6.531974625319812e-08
1.9000000000000001,0.9791115962958508,0.020092526043889832,3.9491361843296766e-05,0.0006868588871825133,6.920887393581695e-05,3.185372978129903e-07,0.33055660259366965,0.9967436081692592,0.0030354926870437768,6.832156922159155e-07,0.00012750639647660604,9.263675950736866e-05,7.277202070856322e-08
2.0,0.9786372945468123,0.02052377750144974,4.5811720842377344e-05,0.0007207214189486352,7.201761791165934e-05,3.7719403536791133e-07,0.33226005184304547,0.9965727699264898,0.003194669926202572,7.569256414168384e-07,0.0001341956674500481,9.75269282412601e-05,8.062597502404791e-08
2.1,0.9783486056599876,0.020773469031372036,5.2482630492826374e-05,0.0007506068596449372,7.439429195092877e-05,4.415265516833275e-07,0.3322066378803402,0.9964019866318602,0.003353788754432269,8.344002267869873e-07,0.00014088279549592634,0.00010241853649293606,8.88814918906156e-08
2.2,0.9782427859899036,0.020844667818329287,5.943343260564016e-05,0.0007762641300668742,7.63372573571193e-05,5.113717375666384e-07,0.33043018329327134,0.9962312582665559,0.003512849192044863,9.156379531016728e-07,0.0001475677829246386,0.00010731158206746865,9.753845403354709e-08
2.3000000000000003,0.9783129122338463,0.020744542719565728,6.658592052962436e-05,0.0007975173834024567,7.785526550215965e-05,5.864771537541473e-07,0.3269753012832419,0.9960605848117683,0.0036718512593453124,1.0006373256578305e-06,0.0001542506320440101,0.00011220606277248719,1.0659674421243398e-07
